name,activity,governorate,phone
SIMAP,"Ficellerie, corderie, fabrication de filets.",Monastir,(216) - 98 922 236
SIMOTEX,Confection de vêtements de dessous.,Tunis,(216) - 71 921 444
SINCOTEX,Confection de vêtements de travail.,Sousse,(216) - 73 253 470
SINDA INTER,Confection de vêtements de dessus.,Monastir,(216) - 73 533 660
SINDATEX (MENZEL BOUZELFA),Confection de vêtements de dessous.,Nabeul,(216) - 72 251 548
SINETS,Confection de vêtements et accessoires.,Sousse,(216) - 58 404 811
SINOVOG EXPORT,Confection de vêtements de dessus.,Tunis,(216) - 29 005 400
SINUTEX,Confection de vêtements de travail.,Sousse,(216) - 73 382 512 / 73 382 513
SIOEN TUNISIE,Confection de vêtements de travail - Confection de vêtements de dessus.,Tunis,(216) - 71 773 477 / 71 205 329
SIOEN ZAGHOUAN,Confection de vêtements de travail.,Zaghouan,(216) - 72 680 660
SIP CONFECTION,Confection de vêtements de dessus.,Mahdia,(216) - 73 610 750 / 73 612 012
SIP PLUS CONFECTION,Confection de vêtements de dessus.,Mahdia,(216) - 58 402 056 / 58 402 059
SISAM,Fabrication d'autres articles confectionnes en textile.,Sfax,(216) - 74 842 420
SITEM,Fabrication de couvertures - Fabrication de linges domestiques divers.,Monastir,(216) - 58 339 933 / 94 624 123
SITEX (KSAR HELLAL),Tissage du coton.,Monastir,(216) - 98 751 880 / 98 751 879
SITEX (SOUSSE),Filature coton.,Sousse,(216) - 98 751 857 / 98 751 880
SIVEGI,Confection de vêtements de travail.,Mahdia,(216) - 73 688 976
SIWARTEX,Fabrication de linges domestiques divers - Confection de vêtements de travail.,Sfax,(216) - 74 633 239
SKYLLA,Industries textiles n.c.a.,Monastir,(216) - 73 422 388
SL TEXTILE,Confection de vêtements de dessus.,Bizerte,(216) - 70 011 890 / 24 542 944
SLENNA,Confection de vêtements de dessus.,Monastir,(216) - 73 519 218
SMATCH,Industries textiles n.c.a.,Sousse,(216) - 58 400 803 / 73 299 315
SMBC,Confection de vêtements de dessous.,Sfax,(216) - 24 132 917
SMC (GHAR EL MELH),Confection de vêtements de dessus.,Bizerte,(216) - 98 760 581
SMD PRESTIGE,Confection de vêtements de dessus.,Mahdia,(216) - 73 662 661
SMF,Confection de vêtements de dessous.,Mahdia,(216) - 73 663 004
SMFD,Confection de vêtements de dessus.,Mahdia,(216) - 73 663 004
SMK CONFECTION,Confection de vêtements de travail.,Nabeul,(216) - 53 626 602
SMS,Confection de vêtements et accessoires.,Monastir,(216) - 73 585 074
SMS (BENI KHIAR),Confection de vêtements de dessus - Confection de vêtements de dessous.,Nabeul,(216) - 54 119 187 / 58 119 187
SNC (RAS JEBEL),Confection de vêtements de dessus.,Bizerte,(216) - 94 411 688
SNC2,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 471 135
SO.CO.VE.P,Confection de vêtements de travail.,Sousse,(216) - 98 409 073
SO.TU.I.F,Industries textiles n.c.a.,Bizerte,(216) - 72 490 700
SOBITEX,Confection de vêtements de dessus.,Bizerte,(216) - 72 447 722 / 72 447 725
SOBOCO (KSOUR ESSAF),Confection de vêtements de dessus.,Mahdia,(216) - 73 321 221
SOBOLUX,Industries textiles n.c.a - Fabrication de pull-overs et articles similaires en mailles.,Monastir,(216) - 73 546 337 / 73 546 850
SOBREF PLUS,Industries textiles n.c.a.,Mahdia,(216) - 22 717 591 / 73 670 022
SOCAF,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 439 177
SOCOA,Confection de vêtements de dessus.,Monastir,(216) - 98 225 780 / 98 452 908
SODEM DE DISPOSITIFS MEDICAUX,Fabrication de non-tissés.,Gabes,(216) - 23 136 293
SODEP MEDITERRANEE,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Ariana,(216) - 70 721 132
SODRICO,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Mahdia,(216) - 73 643 877
SODRICO TUNISIE,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Mahdia,(216) - 73 643 877
SODRITEX,Confection de vêtements de dessus.,Bizerte,(216) - 52 824 351
SOFAM,Confection de vêtements de dessous.,Monastir,(216) - 73 479 223
SOFATEX (CITE ETTADHAMEN),Confection de vêtements de dessus.,Ariana,(216) - 98 819 890
SOFATEX II,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 71 650 742 / 98 819 890
SOFILYA,"Ficellerie, corderie, fabrication de filets.",Medenine,(216) - 93 515 151
SOFIN PLANT,Fabrication de linges domestiques divers.,Ben Arous,(216) - 79 458 600 / 28 330 158
SOFRATEX,Fabrication d'étoffes en maille - Confection de vêtements de travail - Confection de vêtements de dessus.,Sfax,(216) - 74 872 581 / 98 413 737
SOFRATEX EXPORT,Confection de vêtements de travail - Confection de vêtements de dessus.,Sfax,(216) - 98 410 950 / 74 874 222
SOFRI NORD,Industries textiles n.c.a.,Le kef,(216) - 78 227 812
SOFRIM,Fabrication d'autres articles confectionnes en textile.,Manouba,(216) - 21 819 815 / 26 499 529
SOFRIPEF,Industries textiles n.c.a.,Sousse,(216) - 73 343 586
SOGNOTEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ariana,(216) - 70 681 773 / 70 694 387
SOLITEX,Confection de vêtements de dessous.,Nabeul,(216) - 72 392 368 / 22 302 191
SOLITISS,Fabrication de linges domestiques divers - Confection de vêtements de travail.,Tunis,(216) - 22 633 844 / 71 933 611
SOMACO (KALAA EL KEBIRA),Confection de vêtements de travail.,Sousse,(216) - 73 354 050
SOMADET,Industries textiles n.c.a.,Sfax,(216) - 92 904 857 / 74 894 069
SOMAFRIP,Industries textiles n.c.a.,Siliana,(216) - 78 874 710
SOMATEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Bizerte,(216) - 98 224 539 / 72 511 188
SOMECO (GROMBALIA),Confection de vêtements de dessous - Confection de vêtements et accessoires.,Nabeul,(216) - 72 255 302
SOMICO,Confection de vêtements de travail.,Sousse,(216) - 73 249 939
SOMOBAS,Fabrication d'articles chaussants en mailles.,Monastir,(216) - 73 492 774
SOMOTEX,Confection de vêtements de dessus.,Sfax,(216) - 23 531 203
SOMOTEX (BEMBLA2),Confection de vêtements de travail - Confection de vêtements de dessus.,Monastir,(216) - 53 337 273 / 73 420 636
SONESSE,Confection de vêtements de dessus.,Ben Arous,(216) - 71 451 397
SONIA SARRA,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Ariana,(216) - 20 520 052
SONIT,Filature coton - Fabrication d'autres articles confectionnes en textile.,Monastir,(216) - 98 452 260 / 73 546 239
SOPROLIN,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 434 818 / 73 484 241
SOREFIS,Moulinage de la soie et texturation des fils artificiels et synthétiques.,Monastir,(216) - 73 477 420
SORITEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 71 926 950
SOSICO,Confection de vêtements de dessus.,Sfax,(216) - 74 671 195
SOSUTEX GROUP,Confection de vêtements de travail - Confection de vêtements de dessus.,Sfax,(216) - 53 872 431
SOTEC,Confection de vêtements de dessus.,Sfax,(216) - 74 692 640
SOTEMAK,Industries textiles n.c.a.,Sidi Bouzid,(216) - 98 280 049 / 76 645 553
SOTICHAUSS,Fabrication d'articles chaussants en mailles.,Monastir,(216) - 73 496 967
SOTICO GROUP,Confection de vêtements de travail - Confection de vêtements de dessus - Confection de vêtements et accessoires.,Sousse,(216) - 73 288 533
SOTIMED,Tissage du coton - Tissage d'autres textiles.,Monastir,(216) - 73 475 205 / 73 439 182
SOTRAFIB,Industries textiles n.c.a.,Monastir,(216) - 58 396 901 / 73 440 008
SOTUCOTRY,Fabrication d'articles chaussants en mailles.,Tunis,(216) - 71 206 602
SOTUFAM (BENI HASSEN),Confection de vêtements de dessous.,Monastir,(216) - 98 747 488 / 73 490 546
SOTUFILD,"Ficellerie, corderie, fabrication de filets.",Monastir,(216) - 73 479 168 / 73 479 290
SOTUINTEX,Confection de vêtements de dessous.,Tunis,(216) - 71 928 000
SOUHIR MAATALLAH,Confection de vêtements de travail.,Gafsa,(216) - 24 190 816
SOVEPTEX,Confection de vêtements de travail.,Sousse,(216) - 73 354 440
SOVETEX (JEBEL JELOUD),Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 71 399 024 / 71 392 952
SOWACO,Confection de vêtements de dessus.,Sfax,(216) - 53 653 122
SOZAK CREATION INTERNATIONAL,Confection de vêtements de dessus.,Sousse,(216) - 55 497 994
SPLI,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Ben Arous,(216) - 54 158 488
SPONGITEX,Tissage du coton - Fabrication de linges domestiques divers.,Monastir,(216) - 71 950 903 / 73 434 999
SPORT STAFF TUNISIE,Confection de vêtements de dessus.,Ariana,(216) - 71 941 327
SPORTEX (ZERAMDINE),Confection de vêtements de travail - Confection de vêtements de dessus - Confection de vêtements et accessoires.,Monastir,(216) - 73 499 400 / 73 498 980
SPRING (MOKNINE),Confection de vêtements de dessus.,Monastir,(216) - 73 476 621 / 73 474 701
SRMA,Confection de vêtements de dessus.,Bizerte,(216) - 22 494 006 / 72 429 742
SSC,Confection de vêtements de dessus - Confection de vêtements de dessous.,Kasserine,(216) - 77 467 890
STAALI CONFECTION,Confection de vêtements de dessus.,Bizerte,(216) - 54 130 746 / 25 442 130
STAR PRINT,Industries textiles n.c.a.,Monastir,(216) - 73 482 358 / 98 723 620
STAR SEREGRAPHIE,Industries textiles n.c.a.,Gafsa,(216) - 58 412 070
STARLETTE II,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 26 651 005 / 73 430 969
STARTEX FASHION,Fabrication de pull-overs et articles similaires en mailles.,Monastir,(216) - 36 010 497
STC,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 99 722 500
STC (TEBOULBA),Fabrication de pull-overs et articles similaires en mailles.,Monastir,(216) - 73 492 928
STCM,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 285 707 / 50 698 892
STE HIJAB ZANNOUBA,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Sfax,(216) - 23 263 325 / 28 635 815
STE JTR CONFECTION,Confection de vêtements de dessous.,Nabeul,(216) - 29 202 422
STE MODERNE CONFECTION,Confection de vêtements de dessus.,Manouba,(216) - 25 934 000 / 99 044 955
STE MT FASHION,Confection de vêtements de dessus.,Nabeul,(216) - 58 725 055
STE SIGMA TEX,Confection de vêtements de dessus.,Monastir,(216) - 52 064 075
STEA,Fabrication de linges domestiques divers - Fabrication d'autres articles confectionnes en textile.,Ben Arous,(216) - 71 385 725 / 71 384 199
STEB,Fabrication d'autres articles confectionnes en textile.,Bizerte,(216) - 72 418 233
STH,Confection de vêtements de dessus.,Monastir,(216) - 73 486 755
STID,Confection de vêtements de travail.,Sousse,(216) - 73 298 317 / 73 298 318
STINARME,Fabrication d'autres articles confectionnes en textile.,Ariana,(216) - 26 113 296
STIT,Tissage du coton - Tissage de soieries - Finissage textile.,Monastir,(216) - 73 455 913 / 73 473 208
STIVEL,Tissage du coton - Fabrication de linges domestiques divers - Fabrication industrielle de tapis et moquettes.,Monastir,(216) - 73 530 970
STM BEKIR,Tissage d'autres textiles.,Monastir,(216) - 73 450 317 / 73 450 500
STM TUNISIE,Finissage textile.,Ariana,(216) - 71 537 699
STR LA QUALITE,"Moulinage de la soie et texturation des fils artificiels et synthétiques - Ficellerie, corderie, fabrication de filets.",Monastir,(216) - 73 477 420
STS (MESSADINE),Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 285 651
STYLE LIVE CONFECTION,Confection de vêtements de dessus.,Bizerte,(216) - 28 378 847 / 72 495 034
SUBLI TUNIS,Industries textiles n.c.a.,Sousse,(216) - 99 401 500
SUPER WEAR,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 492 887 / 24 350 309
SUPPLY CHAIN FASHION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 588 018
SVI,Confection de vêtements de travail.,Sousse,(216) - 73 349 969
SWASSI CONFECTION INTERNATIONAL,Confection de vêtements de dessus.,Mahdia,(216) - 58 402 054
SWIMCO,Confection de vêtements de dessus.,Ariana,(216) - 97 942 000 / 70 563 800
SY & MD TEXTILE,Confection de vêtements de dessus.,Kairouan,(216) - 97 085 120
SY RJ-HB,Confection de vêtements de dessus.,Kairouan,(216) - 29 377 672
SYC,Confection de vêtements de dessus.,Ben Arous,(216) - 71 384 362 / 71 384 204
SYROTEX,Confection de vêtements de dessous.,Bizerte,(216) - 29 637 424
T.D.F,Industries textiles n.c.a.,Monastir,(216) - 26 600 409
T.F.CONFECTION,Fabrication de linges domestiques divers.,Beja,(216) - 70 663 200
T.LAB,Finissage textile.,Monastir,(216) - 73 420 594
T.S CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 29 035 269
T3,Fabrication d'autres articles confectionnes en textile.,Mahdia,(216) - 73 665 066
TAG TUNISIE,Finissage textile.,Ariana,(216) - 71 546 671
TALIS FASHION,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 53 220 320
TANABENE TEXTILE,Confection de vêtements de dessus.,Nabeul,(216) - 29 922 105 / 98 500 284
TANIT TEXTILE,Industries textiles n.c.a - Confection de vêtements de dessus.,Monastir,(216) - 73 476 200
TAPIS SULTAN,Fabrication industrielle de tapis et moquettes.,Beja,(216) - 51 353 823
TAURUS,Confection de vêtements de dessus.,Nabeul,(216) - 28 992 727
TBS (MOKNINE),Industries textiles n.c.a.,Monastir,(216) - 73 435 666
TBS + BRODERIE,Industries textiles n.c.a.,Tunis,(216) - 71 926 457
TE.INTER,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Sfax,(216) - 74 286 041 / 74 286 042
TECHNIVET,Fabrication de pull-overs et articles similaires en mailles.,Mahdia,(216) - 58 583 658
TECHNO AQUACOL,"Ficellerie, corderie, fabrication de filets.",Jendouba,(216) - 52 019 733
TECHNOMAILLE PLUS,Fabrication de pull-overs et articles similaires en mailles.,Mahdia,(216) - 98 408 555 / 73 620 722
TECHNO-PROD,Industries textiles n.c.a.,Sousse,(216) - 58 364 600 / 98 450 928
TECHNOTEX,Confection de vêtements de dessus.,Bizerte,(216) - 98 907 719
TEKAYA DE FILATURE,Moulinage de la soie et texturation des fils artificiels et synthétiques.,Monastir,(216) - 73 479 870
TEK-TREND,Confection de vêtements de dessus.,Monastir,(216) - 73 525 567
TESCA SEAT COMPONENTS TUNISIA,Fabrication de linges domestiques divers.,Nabeul,(216) - 54 349 535
TESCA TUNISIA,Fabrication de linges domestiques divers.,Nabeul,(216) - 72 210 488 / 72 214 622
TESCA TUNISIA GROMBALIA,Tissage d'autres textiles.,Nabeul,(216) - 72 255 412
TEX COMPANY,Fabrication de pull-overs et articles similaires en mailles.,Kairouan,(216) - 92 187 600 / 77 271 281
TEXFINISH INTER,Industries textiles n.c.a.,Bizerte,(216) - 98 441 487 / 70 253 638
TEXGOLD BIZERTE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Bizerte,(216) - 70 011 890 / 23 201 215
TEXKO,Confection de vêtements de dessus.,Nabeul,(216) - 72 386 988 / 72 386 972
TEXMED INTERNATIONAL,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 21 280 000 / 29 524 525
TEX-PAC,Confection de vêtements de dessous.,Nabeul,(216) - 72 344 224
TEXPRO,Confection de vêtements de dessus.,Monastir,(216) - 73 434 250 / 73 434 404
TEX-STYLE PRODUCTION,Confection de vêtements de dessus.,Mahdia,(216) - 98 355 290 / 73 664 061
TEXTHER,Confection de vêtements de travail.,Sousse,(216) - 73 251 363
TEXTILE DEVELOPPEMENT,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 50 104 402 / 56 170 000
TF PROD,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 71 651 100 / 71 651 108
TFG,Confection de vêtements de dessus.,Sfax,(216) - 58 429 156
TFH,Confection de vêtements de dessus.,Manouba,(216) - 71 651 100 / 71 651 108
TFM,Finissage textile.,Ben Arous,(216) - 71 389 828
TFT,Confection de vêtements de dessus.,Bizerte,(216) - 58 301 466 / 58 301 467
TIB (ARIANA),Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Ariana,(216) - 70 836 531
TIFFANY INTERNATIONAL,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 28 707 052 / 71 545 122
TILTEX,Fabrication de linges domestiques divers.,Nabeul,(216) - 72 382 115 / 28 606 530
TISSAGE MEUBLATEX,Fabrication de linges domestiques divers - Fabrication industrielle de tapis et moquettes - Fabrication de non-tissés - Industries textiles n.c.a.,Sousse,(216) - 73 308 777 / 96 538 013
TLS,Industries textiles n.c.a - Confection de vêtements et accessoires.,Monastir,(216) - 73 401 030
TM,Confection de vêtements de dessus.,Manouba,(216) - 71 651 198 / 71 651 100
TMT,Confection de vêtements de dessus.,Bizerte,(216) - 53 912 676 / 98 124 252
TMTC,Fabrication d'articles chaussants en mailles.,Monastir,(216) - 73 565 755 / 31 501 253
TOGETHER ALWAYS,Confection de vêtements de dessus.,Monastir,(216) - 98 504 318
TOMTEX,Confection de vêtements de travail - Confection de vêtements de dessus.,Sfax,(216) - 74 286 389 / 74 286 664
TOMTEX I,Confection de vêtements de travail.,Sfax,(216) - 74 283 055 / 74 283 060
TOP BROD,Industries textiles n.c.a.,Monastir,(216) - 73 443 333
TOP FASHION,Confection de vêtements de dessus.,Sousse,(216) - 29 293 258
TOP FASHION (DOUAR HICHER),Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 58 446 353
TOP TEXTIL,Confection de vêtements de travail.,Zaghouan,(216) - 72 681 055
TOP USED GROUP,Industries textiles n.c.a.,Monastir,(216) - 74 414 024
TOP WEAR,Confection de vêtements de travail.,Kairouan,(216) - 97 305 246
TOPEKA,Tissage du coton - Finissage textile - Confection de vêtements de dessous.,Bizerte,(216) - 20 522 876 / 72 113 300
TOPTEX CUBE TUNISIE,Confection de vêtements et accessoires.,Manouba,(216) - 21 888 671 / 58 446 353
TOUTEX,Confection de vêtements de dessus.,Mahdia,(216) - 28 620 621 / 73 660 415
TPE TUNISIE,Finissage textile - Industries textiles n.c.a.,Bizerte,(216) - 72 457 143 / 98 761 003
TRAITEX,Industries textiles n.c.a.,Ariana,(216) - 70 837 061 / 70 837 137
TRC,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 535 300 / 73 414 309
TRICOMODE,Fabrication d'étoffes en maille - Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Sfax,(216) - 70 295 295 / 74 286 255
TRICOT FINITION DU CAP BON,Confection de vêtements de dessus.,Nabeul,(216) - 26 347 502
TRICOT MAILLE,Tissage du coton.,Sousse,(216) - 73 342 376
TRICOTEX ITALIA,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 98 801 267
TRIO CO,Confection de vêtements de dessus.,Monastir,(216) - 73 547 310 / 97 488 657
TRIO-WASHING,Industries textiles n.c.a.,Sousse,(216) - 73 320 660
TS,Fabrication de pull-overs et articles similaires en mailles.,Monastir,(216) - 73 473 633 / 73 473 637
TTE,Confection de vêtements sur mesure.,Zaghouan,(216) - 55 148 733 / 27 982 588
TTS TEXTILE,Confection de vêtements de dessus.,Nabeul,(216) - 72 382 677 / 72 382 688
TUKOON 3S,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 323 230 / 73 399 032
TUNICO,Confection de vêtements de travail.,Tunis,(216) - 71 804 009
TUNICOTEX GROUP,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 72 390 656
TUNIMAILLE,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 92 318 757
TUNIS KONITEX,Confection de vêtements de travail.,Bizerte,(216) - 72 442 579 / 97 355 920
TUNISIE TEXTILE (M'SAKEN),Confection de vêtements de travail.,Sousse,(216) - 73 285 850
TUNITEX,Confection de vêtements de dessus.,Sfax,(216) - 53 555 355 / 74 287 805
TUNITRICOT (SILIANA),Confection de vêtements de dessus - Confection de vêtements de dessous.,Siliana,(216) - 78 871 680 / 78 872 182
TUSEL LINGERIE,Confection de vêtements de dessous.,Sousse,(216) - 73 321 722
TW,Industries textiles n.c.a.,Monastir,(216) - 73 420 014
TYTEX,Confection de vêtements de dessous.,Beja,(216) - 20 502 040
UGTEX,Confection de vêtements et accessoires.,Sousse,(216) - 50 516 160 / 73 342 399
ULYSSE MODE,Confection de vêtements de travail.,Sousse,(216) - 28 111 122 / 98 455 897
UND CONFECTION,Confection de vêtements de dessous.,Monastir,(216) - 73 479 678
UNIFIL,Moulinage de la soie et texturation des fils artificiels et synthétiques.,Monastir,(216) - 73 479 870 / 73 492 816
UNIFORME BRANDS NORTH AFRICA,Confection de vêtements de travail.,Nabeul,(216) - 72 355 380
UNIFORME TEXTILE DOUALA,Confection de vêtements de travail.,Nabeul,(216) - 97 438 141
UNIPRO SARL,Confection de vêtements de travail.,Sousse,(216) - 98 400 247 / 94 503 640
UNI-PROD,Confection de vêtements de dessus.,Nabeul,(216) - 26 617 575 / 72 372 047
UNITEC,Fabrication d'autres articles confectionnes en textile.,Tunis,(216) - 71 258 595
UNITEX,Tissage de soieries - Fabrication de pull-overs et articles similaires en mailles.,Sousse,(216) - 21 482 009
URBAN STYLE,Confection de vêtements de dessus.,Nabeul,(216) - 27 335 910
VAN LAACK TUNISIE,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Bizerte,(216) - 72 432 354 / 72 422 733
VAST,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 55 655 680 / 31 555 001
VDVC,Confection de vêtements de dessous.,Sousse,(216) - 73 389 685
VEGA CONFECTION,Confection de vêtements de travail.,Sousse,(216) - 73 350 177 / 24 772 559
VETI,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous.,Nabeul,(216) - 58 383 887
VETRA,Confection de vêtements de travail.,Bizerte,(216) - 72 485 650 / 72 486 165
VILLAGE TEXTILE,Confection de vêtements de dessus.,Monastir,(216) - 56 114 309
VISCOSATEX,Confection de vêtements de dessus.,Kasserine,(216) - 97 285 929
VITABRI,Fabrication d'autres articles confectionnes en textile.,Ariana,(216) - 70 683 347 / 24 350 691
VIVA TEX,Confection de vêtements de travail.,Sousse,(216) - 50 536 152 / 31 518 815
VNH CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 455 300
VNH3 CONFECTIONSA,Confection de vêtements de travail.,Tunis,(216) - 50 540 443 / 71 935 511
VOGUE INTER,Confection de vêtements de dessus.,Ariana,(216) - 98 272 474
VOILE DU SUD INGENIERIE,Fabrication d'autres articles confectionnes en textile.,Sousse,(216) - 58 498 420 / 31 405 017
VTL,Finissage textile - Industries textiles n.c.a - Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus.,Nabeul,(216) - 70 148 000 / 70 148 100
VTMT,Confection de vêtements de travail.,Sousse,(216) - 96 503 025
VTT,Confection de vêtements de travail.,Nabeul,(216) - 50 504 360
WAFITEX,Finissage textile.,Monastir,(216) - 73 508 455 / 99 002 222
WAJIH-TEX,Confection de vêtements de dessous.,Gafsa,(216) - 28 642 390 / 76 224 364
WASH SYSTEM,Finissage textile - Confection de vêtements de dessus.,Monastir,(216) - 73 478 848
WEARCO,Confection de vêtements de dessous.,Sfax,(216) - 98 743 734
WEBBTEK,Fabrication d'autres articles confectionnes en textile.,Bizerte,(216) - 53 674 504 / 31 179 062
WIC,Industries textiles n.c.a.,Bizerte,(216) - 72 456 026 / 98 761 053
WINDOTEX,Fabrication d'autres articles confectionnes en textile.,Mahdia,(216) - 73 659 121 / 93 200 092
WINNCARE TUNISIA,Fabrication de linges domestiques divers - Fabrication d'autres articles confectionnes en textile.,Mahdia,(216) - 73 621 820
WINTEX,Confection de vêtements de dessus.,Bizerte,(216) - 72 447 433 / 72 456 050
WINWORK,Confection de vêtements de travail.,Sfax,(216) - 74 286 664
WIP CONFECTION,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Monastir,(216) - 98 431 883 / 73 478 310
WISEM TEX,Industries textiles n.c.a - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Ariana,(216) - 70 563 393 / 70 563 400
WORK WEAR,Confection de vêtements de travail.,Kairouan,(216) - 97 305 246
WORK WEAR FASHION,Confection de vêtements de travail.,Sousse,(216) - 98 246 358 / 73 319 995
WORKWEAR MEGALODONV,Confection de vêtements de travail.,Mahdia,(216) - 58 583 633 / 73 414 449
WS TEXTILE TUNISIE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Nabeul,(216) - 53 646 457
WTS,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Ben Arous,(216) - 71 481 688 / 55 157 346
WWS,Confection de vêtements de dessus - Confection de vêtements de dessous.,Mahdia,(216) - 36 155 337
WYDLER CONFECTION,Confection de vêtements de travail.,Zaghouan,(216) - 72 675 660
WYVACON,Confection de vêtements de dessus.,Monastir,(216) - 98 466 701 / 73 530 203
XL TECH,Fabrication d'autres articles confectionnes en textile.,Monastir,(216) - 98 527 875 / 31 546 269
XPRESS PRINT,Industries textiles n.c.a.,Ben Arous,(216) - 71 409 551 / 58 440 191
Y&S CONFECTION,Confection de vêtements de dessous.,Nabeul,(216) - 99 066 404
YAKI TEX,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Ariana,(216) - 58 579 940
YAM CONFECTION,Confection de vêtements de travail.,Manouba,(216) - 97 018 800 / 71 624 111
YOMA TEXTILE,Industries textiles n.c.a - Confection de vêtements de travail.,Nabeul,(216) - 24 318 630 / 72 225 674
YOUCOTEX PLUS,Confection de vêtements de dessus.,Monastir,(216) - 73 598 966
YOUR TEX,Confection de vêtements de dessus.,Nabeul,(216) - 98 374 669
YOUSR INTERNATIONAL,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Nabeul,(216) - 53 806 653 / 72 274 491
YOUSSTEX INTERNATIONAL,Confection de vêtements de dessus.,Monastir,(216) - 94 836 777
YOUSSTEX WASH,Industries textiles n.c.a - Confection de vêtements de dessus.,Monastir,(216) - 73 489 800 / 94 836 777
YR DESIGN,Confection de vêtements de dessus.,Sfax,(216) - 74 247 333 / 23 986 778
Z CONFECTION INTERNATIONAL,Confection de vêtements de travail - Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 307 190
Z SILVA INTERNATIONAL,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements et accessoires.,Mahdia,(216) - 73 662 519
ZAIEM TEX,Fabrication de linges domestiques divers.,Nabeul,(216) - 72 291 151 / 97 446 376
ZAOUI TEXTILE PROFESSIONNELLE,Confection de vêtements de dessus.,Sousse,(216) - 29 800 886 / 99 276 425
ZEINEB CONFECTION,Confection de vêtements de dessus.,Kairouan,(216) - 70 148 757
ZEN INDUSTRIE,Confection de vêtements de dessus.,Sfax,(216) - 98 564 000 / 70 147 680
ZIADI CONFECTION,Confection de vêtements de travail.,Nabeul,(216) - 23 633 409
ZINATEX (KORBA),Confection de vêtements de dessus.,Nabeul,(216) - 72 382 216
ZITER,Confection de vêtements de travail.,Ben Arous,(216) - 71 382 155 / 22 574 333
ZKK PRODUCTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Nabeul,(216) - 29 209 721 / 72 382 151
ZORGATI CONFECTION,Confection de vêtements de travail.,Sousse,(216) - 97 311 620
ABBASSI DE CARRIERE,Extraction et transformation de pierres et marbre.,Beja,(216) - 27 454 541
