name,activity,governorate,phone,linkedin_url
STS (BEJA),Sucrerie.,Beja,(216) - 78 451 655,https://ae.linkedin.com/company/sts-aviation-services
STTGO,Huiles d'olives et conditionnement.,Mahdia,(216) - 70 319 600,https://br.linkedin.com/company/stago-diagnostics-is-in-our-blood
STUCOD AGRI,Conditionnement et entreposage frigorifique de fruits et de légumes.,Ben Arous,(216) - 21 835 000 / 29 936 812,https://in.linkedin.com/company/agri-junction-india
SUCRAGEX,Sucrerie.,Tunis,(216) - 71 354 741,https://in.linkedin.com/company/solugenix
SUCRERIE EL ABED,Sucrerie.,Sousse,(216) - 73 233 688 / 73 232 678,https://tg.linkedin.com/company/abed-tahan
SUDATTES,Conditionnement et entreposage frigorifique de fruits et de légumes.,Kebili,(216) - 27 234 003,https://ca.linkedin.com/company/verka-foods-international-ltd
SUFFETULA OLIVE OIL (GIAM),Huiles d'olives et conditionnement.,Kasserine,(216) - 77 467 822,https://gu.linkedin.com/company/ip-e-holdings-llc
SUN ANTIPASTI,Conservation et semi-conservation d'autres légumes.,Ben Arous,(216) - 71 948 258 / 25 373 000,https://md.linkedin.com/company/cjdtn
SUNNY FOOD,Conditionnement et entreposage frigorifique de fruits et de légumes.,Nabeul,(216) - 72 372 400,https://ph.linkedin.com/company/sunny-foods-inc
TAHER BOUZID,Transformation et conservation de tomates.,Sfax,(216) - 58 376 467,https://in.linkedin.com/company/taher-steels-and-tube-co
TAIBA,Boulangerie.,Nabeul,(216) - 29 022 200,https://in.linkedin.com/company/taiba-healthcare
TAOOC,Huiles d'olives et conditionnement.,Le kef,(216) - 24 640 530 / 78 228 207,https://in.linkedin.com/company/sudarshan-chemical-industries-ltd.
TAOUFIK MAROUANI,Boulangerie.,Beja,,https://www.linkedin.com/company/1kub-incubateur
TARALLI PRODUCTION,"Biscotterie, biscuiterie, pâtisserie de conservation.",Ben Arous,(216) - 57 039 600,https://hr.linkedin.com/company/editrice-zeus
TECHNA-TUNISIE,Aliments pour animaux de ferme.,Sousse,(216) - 29 804 881 / 20 500 619,https://et.linkedin.com/company/technasolutions
TECHNOFOOD INDUSTRIES,Condiments et assaisonnements.,Ben Arous,(216) - 79 408 516,https://ae.linkedin.com/company/technofoodglobal
TEJ,"Laiteries, fromageries et yaourterie.",Tunis,(216) - 71 520 908,https://in.linkedin.com/company/tej-control-systems-pvt-ltd-thane
TELETEC CATERING,"Produits à base de viandes de boucherie et de volailles - Transformation, conservation, congélation et surgélation poisson et fruits de mer - Conservation et semi-conservation d'autres légumes.",Sfax,(216) - 28 635 141 / 74 668 330,https://mx.linkedin.com/company/teletec-de-mexico-sapi-de-cv
TF,Travail des grains (semoulerie ) - Pâtisserie - Industries alimentaires n.c.a..,Ben Arous,(216) - 71 382 333,https://kh.linkedin.com/company/tfmotors
THAGAMUTA AGRO,Transformation et conservation de fruits et légumes.,Sidi Bouzid,(216) - 96 745 457,https://hr.linkedin.com/company/thagamuta-agro
THERAPIA,Industries alimentaires n.c.a..,Nabeul,(216) - 99 271 719 / 98 271 719,https://ca.linkedin.com/company/therapia-wellness
TIBA EAUX MINERALES,Eaux de table (minérales ).,Kasserine,(216) - 21 879 439,https://ci.linkedin.com/company/societe-ivoirienne-des-eaux-et-de-l-environnement
TIBA FOODS COMPANY,Huiles et graisses brutes - Huiles d'olives et conditionnement.,Ben Arous,(216) - 26 450 201,https://cn.linkedin.com/company/tiba-1997
TIBA POUR LA PRODUCTION AGRICOLE,Huiles d'olives et conditionnement.,Sidi Bouzid,(216) - 98 413 636,https://eg.linkedin.com/company/tiba-1997
TICF,Glaces et sorbets.,Ariana,(216) - 23 533 544 / 70 815 068,https://ca.linkedin.com/company/toyota-industries-commercial-finance-canada-inc
TIMAB TUNISIE,Aliments pour animaux de ferme.,Gabes,(216) - 75 273 883,https://es.linkedin.com/company/terresis-centro-magnesitas-navarras
TNNE DE BISCUITERIE,"Biscotterie, biscuiterie, pâtisserie de conservation.",Ben Arous,(216) - 71 429 802,https://be.linkedin.com/company/labiscuiterienamuroise
TOPOLIVA,Huiles d'olives et conditionnement.,Medenine,(216) - 20 324 224 / 75 671 521,https://ie.linkedin.com/company/linkedin
TOUKABER D'INDUSTRIE AGRO-ALIMENTAIRE,Huiles et graisses brutes.,Medenine,,https://fr.linkedin.com/company/actia-le-r-seau-fran-ais-des-instituts-techniques-de-l-agro-alimentaire
TRUTH,Conservation et semi-conservation d'autres légumes.,Zaghouan,(216) - 28 499 192,https://www.linkedin.com/company/amesburytruth
TTA,Pâtisserie.,Ben Arous,(216) - 98 466 896 / 31 402 049,https://in.linkedin.com/company/tata-technologies
TUCAL,Transformation et conservation de tomates - Conservation et semi-conservation d'autres légumes - Transformation et conservation de fruits et légumes.,Manouba,(216) - 71 601 611,https://www.linkedin.com/company/catlusa
TUCOGRAS,Margarine.,Nabeul,(216) - 31 384 100 / 31 384 297,https://au.linkedin.com/company/tuco-freight-services
TUNEX AGRO,Conditionnement et entreposage frigorifique de fruits et de légumes.,Bizerte,(216) - 52 003 918,https://in.linkedin.com/company/tunex
TUNIFOOD,"Transformation, conservation, congélation et surgélation poisson et fruits de mer.",Sfax,(216) - 70 108 171,https://www.linkedin.com/company/americana-foods
TUNIFRIES,Pommes de terre.,Zaghouan,(216) - 36 010 892 / 72 641 031,https://tn.linkedin.com/company/cimentsjbeloust
TUNIFROM,"Laiteries, fromageries et yaourterie.",Ariana,(216) - 54 451 054 / 31 405 242,https://cl.linkedin.com/company/tuniforme
TUNIHUILE,Huiles d'olives et conditionnement.,Tunis,(216) - 71 950 940 / 71 397 500,https://de.linkedin.com/company/bio-planete-f.j.-moog
TUNISEL,Production de sel.,Medenine,(216) - 71 951 316 / 97 383 352,https://tn.linkedin.com/company/forvismazarsentunisie
TUNISIE BRICK,Pâtes alimentaires et couscous.,Ben Arous,(216) - 71 948 258 / 29 231 499,https://www.linkedin.com/company/albaraka-c-i-e
TUNISIE FRUITS,Jus de fruits et de légumes.,Nabeul,(216) - 71 434 048 / 72 333 211,https://pe.linkedin.com/company/sodat-tn
TURKI DE SERVICES,Viandes de boucherie - Viandes de volailles et de lapins.,Ariana,(216) - 98 134 358 / 71 694 333,https://pk.linkedin.com/company/aaturkigroup
UNIVERS OIL,Huiles d'olives et conditionnement.,Sfax,(216) - 70 291 886,https://ae.linkedin.com/company/universe-middle-east-general-trading-llc
UNPA,Meunerie - Travail des grains (semoulerie ) - Pâtes alimentaires et couscous.,Sousse,(216) - 73 233 055,https://in.linkedin.com/company/universidadnacionaldelapatagoniaaustral
USINE CHENCHOU,Aliments pour animaux de ferme.,Gabes,(216) - 71 790 795 / 75 278 260,https://in.linkedin.com/company/pmi-engineering-exports-private-limited
UTIQA FRUIT,Conditionnement et entreposage frigorifique de fruits et de légumes.,Bizerte,(216) - 72 494 064 / 53 220 665,https://ca.linkedin.com/company/verka-foods-international-ltd
VACPA,Conditionnement et entreposage frigorifique de fruits et de légumes.,Nabeul,(216) - 71 707 386 / 29 662 947,https://vn.linkedin.com/company/ftacpa
VAGA LAITIERE,"Laiteries, fromageries et yaourterie.",Beja,(216) - 98 375 806 / 99 806 130,https://br.linkedin.com/company/lactalis
VALOFISH TUNISIA,"Transformation, conservation, congélation et surgélation poisson et fruits de mer - Huiles et graisses brutes.",Sousse,(216) - 29 941 881 / 73 280 420,https://tn.linkedin.com/company/bk-food-sa
VILAVI,Glaces et sorbets.,Ben Arous,(216) - 98 334 462 / 79 408 952,https://ca.linkedin.com/company/vilavi-canada
VIPA,Condiments et assaisonnements.,Mahdia,(216) - 71 718 220 / 73 655 700,https://es.linkedin.com/company/vipa-s.p.a
VITICOLE DE BIR DRASSEN,Vins de raisins frais.,Nabeul,(216) - 98 209 963 / 72 385 586,https://ee.linkedin.com/company/baltiaan
VOLAILLE DU KELIBIA,Viandes de volailles et de lapins.,Nabeul,(216) - 55 929 051,https://fr.linkedin.com/company/eurovolailles
WALID FRIGORIFIQUE,Conditionnement et entreposage frigorifique de fruits et de légumes.,Siliana,(216) - 96 100 957,https://it.linkedin.com/company/lu-ve-group
WISSEM KAMMOUN,Boulangerie.,Sfax,(216) - 98 418 572 / 24 536 000,https://pe.linkedin.com/company/groupeeolen
YOULA POPCORN,Industries alimentaires n.c.a..,Beja,(216) - 93 409 777,https://la.linkedin.com/company/yula-la
YOUNES ET FRERES D'ENTREPOSAGE FRIGORIFIQUE,Conditionnement et entreposage frigorifique de fruits et de légumes.,Kasserine,(216) - 98 548 898,https://rw.linkedin.com/company/vynes-cellars
ZAYATI MOHAMED,Huiles d'olives et conditionnement.,Monastir,(216) - 72 587 447 / 73 587 447,https://www.linkedin.com/company/alecbuilding
ZEINA FOOD TUNISIA,Conditionnement et entreposage frigorifique de fruits et de légumes.,Nabeul,(216) - 31 171 596 / 58 481 184,https://fr.linkedin.com/company/promofood
ZITA,Huiles et graisses brutes - Huiles d'olives et conditionnement.,Manouba,(216) - 71 546 620,https://in.linkedin.com/company/zetasuite
ZOUHAIER HELAL,Huiles d'olives et conditionnement.,Le kef,(216) - 78 262 349,https://be.linkedin.com/company/just-rights
ZOUHAIER HLEL,Aliments pour animaux de ferme.,Le kef,(216) - 78 262 349,https://be.linkedin.com/company/just-rights
ZOUHEIR MOUSSA ET FRERES,"Transformation, conservation, congélation et surgélation poisson et fruits de mer.",Mahdia,(216) - 73 690 858 / 96 581 175,https://bh.linkedin.com/company/worldwide-english-services
ZOUIA DATTES,Conditionnement et entreposage frigorifique de fruits et de légumes.,Kebili,(216) - 98 232 242,https://in.linkedin.com/company/zia-semiconductor-pvt-ltd
ADAM SHOES,Chaussures industrielles en toutes matières.,Bizerte,(216) - 29 581 566,https://ie.linkedin.com/company/black-diamond-group-inc.
ADAMS,Chaussures industrielles en toutes matières.,Nabeul,(216) - 22 172 041,https://www.linkedin.com/company/adams-and-reese-llp
AF2,Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 536 156 / 72 536 242,https://br.linkedin.com/company/af2-engenharia
AFA SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 23 913 010,https://ar.linkedin.com/company/asociaci%C3%B3n-del-f%C3%BAtbol-argentino
AFRICACORP,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 362 430,https://ca.linkedin.com/company/africa-energy-development-corporation
AFRILANCE,Chaussures industrielles en toutes matières.,Nabeul,(216) - 28 049 231 / 72 233 360,https://cg.linkedin.com/company/siontechnology
AHMED SHOES,Chaussures industrielles en toutes matières.,Bizerte,(216) - 52 986 619,https://in.linkedin.com/company/levelshoes
ALDOVI PELLETERIA,Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 70 663 266 / 24 917 324,https://it.linkedin.com/company/excellentia-s-r-l
ARBATAX ITALIA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 802,https://in.linkedin.com/company/rishaba-industries-llp
ASW 3 NADHOUR,Fabrication d'articles de voyage et de maroquinerie.,Zaghouan,(216) - 29 920 650,https://rs.linkedin.com/company/asw-inzenjering
ASW3,Vêtements en cuir.,Zaghouan,(216) - 20 458 974,https://in.linkedin.com/company/linkedin
AYA SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 382 208,https://www.linkedin.com/company/aya-africa
AZUR CONCEPT,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 349 988 / 71 237 010,https://www.linkedin.com/company/aircontrolconcepts
AZYANO SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 23 913 010,https://in.linkedin.com/company/azirotech
BADR SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 21 228 612 / 98 407 718,https://id.linkedin.com/company/badrit
BEST BROTHERS SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 36 386 006 / 95 997 907,https://es.linkedin.com/company/brosshoes
BNF (BENI KHALLED),Chaussures industrielles en toutes matières.,Nabeul,(216) - 79 761 315,https://in.linkedin.com/company/bnftech
BOCHE TUNISIE,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 214 666,https://hr.linkedin.com/company/bosch-car-service-tunisie
CALE CHAUSSURES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 231 213,https://www.linkedin.com/company/cale-srl
CTE,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 807 311,https://www.linkedin.com/company/advancecte
DANA SHOES,Chaussures industrielles en toutes matières.,Ariana,(216) - 71 556 342,https://in.linkedin.com/company/dana-anand-india-private-limited-daipl
DELTA CUIR,Chaussures industrielles en toutes matières.,Nabeul,(216) - 54 308 702 / 21 308 382,https://ca.linkedin.com/company/kantaoui-fashion
DEN VER SHOES,Chaussures industrielles en toutes matières.,Bizerte,(216) - 28 405 338 / 94 883 760,https://www.linkedin.com/company/deanshoes
DRUNEN,Chaussures industrielles en toutes matières.,Sousse,(216) - 73 252 090 / 73 252 622,https://nl.linkedin.com/company/machinefabriek-smelt-b.v.
EL BARAKA CHAUSSURES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 256 600,https://eg.linkedin.com/company/baraka-retail-group
ELEGANCE SHOES,Chaussures industrielles en toutes matières.,Sousse,(216) - 73 380 479 / 73 380 170,https://in.linkedin.com/company/italian-shoes-company
EMOZIONI,Chaussures industrielles en toutes matières.,Sfax,(216) - 20 236 521 / 74 886 055,https://it.linkedin.com/company/emozionivirtuali
ETS AOUN ET CIE,Vêtements en cuir.,Mahdia,(216) - 73 630 970,https://www.linkedin.com/company/astres-et-cie
EUROMED TUNISIE,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 345 838,https://fr.linkedin.com/company/euromed-medical-service-s.r.l.
FACT,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 210 903,https://in.linkedin.com/company/fact-limited
FATEN,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 214 018 / 74 214 019,https://ps.linkedin.com/company/fatenorg
FCC EXPORT,Chaussures industrielles en toutes matières.,Ariana,(216) - 22 232 401,https://cn.linkedin.com/company/waterchillers
FGM,Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 70 662 803 / 58 356 415,https://br.linkedin.com/company/fgm
FI.GI,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 533 902 / 53 494 695,https://fj.linkedin.com/company/cjpatel
FIORE GROUP DUE,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 348 810 / 72 349 763,https://ca.linkedin.com/company/fiore-mining-consultancy
FJ,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 518,https://fj.linkedin.com/company/fiji-development-bank
FLEXCON,Fabrication d'articles de voyage et de maroquinerie.,Nabeul,(216) - 72 362 940,https://www.linkedin.com/company/flexcon
FOREVER,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 349 526,https://in.linkedin.com/company/foreverindia
FREE SHOES,Chaussures industrielles en toutes matières.,Zaghouan,(216) - 28 348 193,https://www.linkedin.com/company/better-shoes-foundation
GEMA (KORBA),Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 518,https://uk.linkedin.com/company/korba-technology-solutions
GEMOTEX MAROQUINERIE,Fabrication d'articles de voyage et de maroquinerie.,Ben Arous,(216) - 71 452 314 / 36 013 002,https://fr.linkedin.com/company/bagage-france-luxe
GHADA SHOES,Chaussures industrielles en toutes matières.,Tunis,(216) - 50 044 079 / 23 223 354,https://www.linkedin.com/company/ai-coding-academy
GHARBI CUIR,Chaussures industrielles en toutes matières.,Nabeul,(216) - 98 611 098,https://eg.linkedin.com/company/al-rehab-group-for-xport
GHARBI'S SCARPE,Chaussures industrielles en toutes matières.,Bizerte,(216) - 50 910 387 / 31 402 818,https://fr.linkedin.com/company/sitex-tunisie
GREEN SECURITY,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 286 503 / 74 286 507,https://in.linkedin.com/company/green-security
GW,Chaussures industrielles en toutes matières.,Ariana,(216) - 71 940 639,https://www.linkedin.com/company/cbre-gws
HADIL SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 22 612 566,https://in.linkedin.com/company/rspl-group
HANA CHAUSSURE,Chaussures industrielles en toutes matières.,Sfax,(216) - 25 249 000 / 74 287 792,https://gh.linkedin.com/company/coasted-code
HANA SHOES,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 590 644,https://es.linkedin.com/company/meleghy-automotive
HASNA CUIR COLLECTION,Chaussures industrielles en toutes matières.,Nabeul,(216) - 94 340 286 / 98 427 679,https://ca.linkedin.com/company/kantaoui-fashion
HAYET LEATHER,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 22 302 900 / 98 302 900,https://www.linkedin.com/company/aven-hospitality
HB TUNISIE,Chaussures industrielles en toutes matières.,Nabeul,(216) - 24 228 362 / 29 684 350,https://fr.linkedin.com/company/hb-sas
HM CUIR,Chaussures industrielles en toutes matières.,Nabeul,(216) - 24 283 365 / 98 149 003,https://fr.linkedin.com/company/hmclause
ICC (SOLIMAN),Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 333 097,https://www.linkedin.com/company/ahmedsolimanalfahad%26sonsltd.co.
ICHRAK CHAUSSURES,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 71 451 011,https://id.linkedin.com/company/yih-you-footwear-indonesia
IDEAL SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 23 913 000,https://pk.linkedin.com/company/ideal-soles
IDEE CUIR,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 931 181,https://ar.linkedin.com/company/idee-s-r-l
IMBERT MNIF,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 291 075,https://hk.linkedin.com/company/mnifhk
INTERSAC,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 73 265 533,https://ca.linkedin.com/company/international-suppliers-and-contractors-inc
INTERSTRAP,Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 592 963 / 72 592 706,https://er.linkedin.com/company/rothoblaas-srl
ISRAA FASHION SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 29 867 188,https://in.linkedin.com/company/iksula
ITM SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 70 034 213,https://br.linkedin.com/company/italtractor-itm-spa
JASMIN,Chaussures industrielles en toutes matières.,Nabeul,(216) - 21 593 611,https://in.linkedin.com/company/jasmin-infotech-pvt-ltd
JOLIESSE (OUED CHAABOUNI),Chaussures industrielles en toutes matières.,Sfax,(216) - 29 906 544 / 27 410 350,https://fr.linkedin.com/company/bulles-de-joliesse
JULY MART,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 21 805 815 / 20 684 324,https://www.linkedin.com/company/awakenedfoods
KAIMON,Chaussures industrielles en toutes matières.,Kairouan,(216) - 77 328 444,https://in.linkedin.com/company/einfochips
KAIROSHOES,Chaussures industrielles en toutes matières.,Kairouan,(216) - 96 909 920,https://www.linkedin.com/company/kairos
KAIROUANAISE DE CHAUSSURES,Chaussures industrielles en toutes matières.,Kairouan,(216) - 98 236 261,https://fr.linkedin.com/company/arex-aramys-group
KANTAOUI FASHION,Vêtements en cuir.,Sousse,(216) - 73 364 800,https://il.linkedin.com/company/amts
KARMA LUXURY LEATHER,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 53 197 609,https://hu.linkedin.com/company/p%C3%A9csi-gloves-international
KEMA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 141 / 72 225 037,https://de.linkedin.com/company/kemalabs-cesispa
KOBRA SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 256 244,https://pe.linkedin.com/company/cpfmi-plus-formation
KODIAK SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 22 132 320,https://www.linkedin.com/company/kodiak
LAB 91,Chaussures industrielles en toutes matières.,Bizerte,(216) - 22 904 909,https://in.linkedin.com/company/91-inspection-corporation
LEOFLEX,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 225 863 / 94 190 906,https://in.linkedin.com/company/aeroflexindia
LILY GROUP,Chaussures industrielles en toutes matières.,Nabeul,(216) - 56 538 516 / 56 538 492,https://ie.linkedin.com/company/lily-group1
LONGCHAMP TUNIS,Fabrication d'articles de voyage et de maroquinerie.,Manouba,(216) - 71 624 350,https://tn.linkedin.com/company/esmod-tunisie
LUCRIN TUNISIA,Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 58 981 121,https://tn.linkedin.com/company/ctm-tunisia
M.A CHAUSSURES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 290 273,https://fr.linkedin.com/company/archeshoes
MAC ELAN ( TUNIS ),Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 495 555,https://in.linkedin.com/company/mac-lean-industries-b-v-
MAG FOOTWEAR,Chaussures industrielles en toutes matières.,Nabeul,(216) - 99 935 175,https://hu.linkedin.com/company/mag-holding-kft
MARCUS,Fabrication d'articles de voyage et de maroquinerie - Chaussures industrielles en toutes matières.,Tunis,(216) - 71 896 848,https://www.linkedin.com/company/marcus-&-millichap
MAROMED 1992 (EX: MAROQUINERIE MEDITERRANEENNE),Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 939 988,https://fr.linkedin.com/company/macromed1
MARTEK,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 113 100 / 72 113 700,https://www.linkedin.com/company/martek
MARTEK (EX JAL GROUP),Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 113 700 / 72 111 400,https://ca.linkedin.com/company/martek-industries-ltd
MATMATI INTERNATIONAL,Chaussures industrielles en toutes matières.,Nabeul,(216) - 22 205 822,https://www.linkedin.com/company/johnson-matthey
MED CHAUSSURES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 272 003 / 29 004 835,https://fr.linkedin.com/company/meydes-protextyl
MEGA-PLUS,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 213 520,https://cl.linkedin.com/company/mega
MEGISSERIE NORTH AFRICA,Apprêt et tannage des cuirs.,Bizerte,(216) - 24 307 020,https://ng.linkedin.com/company/soniafoodsnig
MIRADOR SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 28 155 248,https://fi.linkedin.com/company/4kaad
MIRIAM,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 213 520,https://br.linkedin.com/company/concessionariamiriam
MITECH TUNISIE,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 73 320 388,https://lb.linkedin.com/company/mitech-technology-group
MMR,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 442 056,https://ca.linkedin.com/company/mmrconsulting-inc
MN SHOES,Chaussures industrielles en toutes matières.,Kairouan,(216) - 22 068 800,https://www.linkedin.com/company/jack-erwin
MONCEF CHOURA ET FILS,Chaussures industrielles en toutes matières.,Sfax,(216) - 22 310 211,https://fr.linkedin.com/company/maison-bouchard-pere-et-fils
N A S TUNISIA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 29 200 596,https://tn.linkedin.com/company/ars-tunisie
NADHOUR SHOES,Chaussures industrielles en toutes matières.,Sousse,(216) - 97 276 868,https://ca.linkedin.com/company/agromed-inc.
NOUR SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 232 748,https://tn.linkedin.com/company/gotogrow1
NOVA PLUS,Chaussures industrielles en toutes matières.,Sousse,(216) - 73 392 000 / 98 545 984,https://tn.linkedin.com/company/dmnova-tech
ORTHO TUNISIA,Chaussures industrielles en toutes matières.,Monastir,(216) - 73 587 300,https://fr.linkedin.com/company/medical-ortho
PALM PRODUCTION,Fabrication d'articles de voyage et de maroquinerie.,Bizerte,(216) - 72 492 075,https://ci.linkedin.com/company/africa-palm-industries
PERLA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 285 567,https://it.linkedin.com/company/the-perla-company
PERLA SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 256 600,https://fr.linkedin.com/company/christian-louboutin
PITA-SHOES,Chaussures industrielles en toutes matières.,Ben Arous,(216) - 79 321 742,https://www.linkedin.com/company/crazypita
PUEBLO SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 347 971,https://id.linkedin.com/company/parklandworldindonesia
RED BOOTS,Chaussures industrielles en toutes matières.,Zaghouan,(216) - 58 601 418 / 93 887 723,https://www.linkedin.com/company/big-red-boot-entertainment-llc.
REINER,Chaussures industrielles en toutes matières.,Sousse,(216) - 73 252 090 / 98 275 122,https://de.linkedin.com/company/reiner-ai
RITUN,Chaussures industrielles en toutes matières.,Kairouan,(216) - 77 328 444,https://in.linkedin.com/company/linkedin
ROMAT,Chaussures industrielles en toutes matières.,Bizerte,(216) - 72 452 324 / 29 442 781,https://in.linkedin.com/company/romatindia
S.M,Chaussures industrielles en toutes matières.,Sousse,(216) - 31 182 624 / 96 992 408,https://www.linkedin.com/company/s%26m-brands-inc-
SAFARI BAG,Fabrication d'articles de voyage et de maroquinerie.,Sousse,(216) - 98 451 589,https://in.linkedin.com/company/safari-industries-india-ltd.
SAMCO,Fabrication d'articles de voyage et de maroquinerie.,Nabeul,(216) - 72 236 497,https://ca.linkedin.com/company/samco-machinery
SCA,Chaussures industrielles en toutes matières.,Sfax,(216) - 24 302 400,https://www.linkedin.com/company/sca-consulting-inc
SCARPA MIA,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 257 688,https://ch.linkedin.com/company/scarpaspa
SELINA CUIR,Vêtements en cuir.,Bizerte,(216) - 72 492 850 / 98 186 809,https://ke.linkedin.com/company/selinawamucii
SFG,Chaussures industrielles en toutes matières.,Nabeul,(216) - 53 308 888 / 72 233 867,https://au.linkedin.com/company/specialist-finance-group
SIMAP (BEN AROUS),Vêtements en cuir - Fabrication d'articles de voyage et de maroquinerie.,Ben Arous,(216) - 26 648 881,https://fi.linkedin.com/company/simap-oy
SIMILITUDE,Fabrication d'articles de voyage et de maroquinerie.,Tunis,(216) - 71 979 752 / 22 613 423,https://in.linkedin.com/company/mphasis
SIMS,Fabrication d'articles de voyage et de maroquinerie.,Ariana,(216) - 58 268 593,https://www.linkedin.com/company/maxis-ea
SMCP,Apprêt et tannage des cuirs.,Sfax,(216) - 20 412 523 / 74 286 272,https://fr.linkedin.com/company/smcp-sandro-maje-pierlot-fursac/jobs
SODAF,Chaussures industrielles en toutes matières.,Sfax,(216) - 50 832 850,https://ca.linkedin.com/company/sodaf-geo-industrie
SOFAC (SFAX),Chaussures industrielles en toutes matières.,Sfax,(216) - 74 236 724 / 74 236 636,https://ca.linkedin.com/company/sofac-expertise-comptable-audit
SOFACUIR,Vêtements en cuir.,Sfax,(216) - 74 467 123,https://sa.linkedin.com/company/arabianfurnitureanddesign
SOKAS SHOES,Chaussures industrielles en toutes matières.,Nabeul,(216) - 98 249 881 / 72 257 247,https://www.linkedin.com/company/ashoka-paris
SOMOTEC,Chaussures industrielles en toutes matières.,Nabeul,(216) - 72 269 600,https://es.linkedin.com/company/somo-tec-automotive
SOPIC INDUSTRIE,Chaussures industrielles en toutes matières.,Tunis,(216) - 71 771 400,https://dz.linkedin.com/company/sur-industrie
SOPROTIC,Chaussures industrielles en toutes matières.,Tunis,(216) - 71 647 301,https://in.linkedin.com/company/successivedigital
SOSACUIR,Apprêt et tannage des cuirs.,Sousse,(216) - 73 259 847,https://ca.linkedin.com/company/sosecure
SOSAF,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 239 007 / 74 239 008,https://ci.linkedin.com/company/safirconsulting
SOTIC,Chaussures industrielles en toutes matières.,Sfax,(216) - 74 287 967,https://ci.linkedin.com/company/sotic.sa
SOTUCHAM,Apprêt et tannage des cuirs.,Sfax,(216) - 74 467 123,https://uk.linkedin.com/company/trident-hydraulics
